author,display,text,timestamp,likes,reposts,replies,mentions,is_reply,query,election,candidate,date
laurakeeney.bsky.social,Laura Keeney || ثُرَيَّا,"Everything is FINE. #Election2024

www.reuters.com/world/us/man...",2024-11-05T21:36:25.138Z,2,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
sheareinke.bsky.social,SheaReinke he/we,"Did you really vote if you don't post a selfie with your sticker, though? 

#election2024",2024-11-05T21:35:51.826Z,0,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
helaire.bsky.social,Althea Browne,"Afsluiter van de dag:

""The ignorance of one voter in a democracy impairs the security of all.”

-John F. Kennedy

#Election2024  #USElection2024",2024-11-05T21:34:00.632Z,0,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
b2o6n4.bsky.social,Woke Not Broke 🇺🇸🏳️‍🌈,"DONATE TO SUPPORT COLIN ALLRED AND BEAT TED CRUZ! 

secure.actblue.com/donate/bv_al...

#Politics #USPolitics #Texas #TexasPolitics #Democrats #Senate #ColinAllred #Election2024 #2024Election #VoteBlue #VoteBlue2024 #Donate #MakeADonation",2024-11-05T21:32:25.718Z,1,0,0,[],False,#Election2024,US_2024,CandidateB,2024-11-05
jasonluthor.com,🎅 Santa Luthor 🎅,"Election tidbit: women outpace male voters in early voting by double digits in most of the battleground states.

#Election2024",2024-11-05T21:29:32.598Z,2,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
goldenslowpoke.bsky.social,Alexandrian Apologist,"I'm gonna go to work and then I'm gonna unplug my router to avoid falling for the Red Mirage or spending all night stressing over the slow count in WI/PA.

So have a last word from one of my top games of all time.
#Election2024 #HarrisWalz",2024-11-05T21:28:12.253Z,0,0,0,[],False,#Election2024,US_2024,CandidateB,2024-11-05
b2o6n4.bsky.social,Woke Not Broke 🇺🇸🏳️‍🌈,"SUPPORT SHERROD BROWN! 

secure.actblue.com/donate/bv_br...

#Politics #USPolitics #Ohio #OhioPolitics #Democrats #Senate #SherrodBrown #Election2024 #2024Election #VoteBlue #VoteBlue2024 #Donate #MakeADonation",2024-11-05T21:27:58.046Z,0,0,0,[],False,#Election2024,US_2024,CandidateB,2024-11-05
j2bryson.mastodon.social.ap.brid.gy,"Joanna Bryson, blathering",“Our system is secure as it is transparent.” Well that’s certainly true. #electionnightberlin #Election2024,2024-11-05T21:27:38.000Z,1,1,1,[],False,#Election2024,US_2024,Neutral,2024-11-05
greenpartymolly.bsky.social,Molly Scott Cato,"Brian Lanza claims they are seeing electoral fraud and Justin Webb just closes the interview

Isn't it the purpose of the #BBC to challenge lies like this?

Or at least to ask for evidence?

#TrumpHarris

#BBCToday",2024-11-05T07:47:59.671Z,0,1,0,[],False,#TrumpHarris,US_2024,Neutral,2024-11-05
shall1432.bsky.social,CryptoTrader,"🔥🔥🔥🚀
$AMC 🇺🇸
Is finally moving 🆙 Albeit slowly, but surely. This is a #MAGA #PAC token. It will pop before the election 🗳 

#Election2024 #PresidentialElection2024
#TrumpHarris #DonaldTrump #Trump #CryptocurrencyNews #ElonMusk #Elon #Altcoinseason #Altcoin #10000XGem",2024-10-29T00:31:50.273Z,1,1,0,[],False,#TrumpHarris,US_2024,CandidateA,2024-10-29
shall1432.bsky.social,CryptoTrader,"🔥🔥🔥
$AMC
Time to start loading up on this gem of a token. TRUMP supporters will BUY it up in abundance. I would love to see it over a penny. 
Trump crazy supporters will do anything to appease him.
#Cryptocurrency #Moonshots #Meme #CryptocurrencyNews #Altcoin #MAGA
#Trump #election2024 #TrumpHarris",2024-10-07T19:57:47.812Z,1,0,0,[],False,#TrumpHarris,US_2024,CandidateA,2024-10-07
shall1432.bsky.social,CryptoTrader,"🔥🔥🔥
$AMC
A $100 investment in this token has a potential return of $5K by the EOM. IMHO

#Cryptocurrency #MAGA #TRUMP
#election2024 #TrumpHarris #Altcoin",2024-10-07T16:23:07.474Z,1,0,0,[],False,#TrumpHarris,US_2024,CandidateA,2024-10-07
tuntongcheong.bsky.social,Trent Thaddaeus ✝️ 張敦棟,"MAKE THIS THE GREATEST COMEBACK IN AMERICAN POLITICS ! 🇺🇸

MAKE AMERICA GREATER ! 🇺🇸

GOD BLESS THE USA ! 🇺🇸

#VoteTrumpVance2024 #MAGA #MAGA2024",2024-11-05T07:48:27.246Z,0,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-11-05
lamhfada.bsky.social,Lamhfada ,"Every #MAGA2024 /#TrumpVance2024 Voter is a paedophile supporter and likely nonce themselves. 

Jeffrey Epstein Had Photos of Donald Trump With ‘Young Girls,’ Reporter Claims gizmodo.com/jeffrey-epst...",2024-11-01T19:48:00.045Z,6,0,1,[],False,#MAGA2024,US_2024,CandidateA,2024-11-01
tuntongcheong.bsky.social,Trent Thaddaeus ✝️ 張敦棟,"MAKE AMERICA GREATER ! 🇺🇸

PEACE THROUGH STRENGTH ! 🇺🇸

GOD BLESS THE USA ! 🇺🇸

#TuckerCarlson #UniteAmerica #PresidentDonaldJTrump #JDVance #TrumpVance2024 #RFKJr #TulsiGabbard #MAGA #MAGA24 #MAGA2024 #elonmusk 

www.youtube.com/live/9J0cdq_...",2024-11-01T06:37:44.429Z,0,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-11-01
tuntongcheong.bsky.social,Trent Thaddaeus ✝️ 張敦棟,"MAKE AMERICA GREATER ! 🇺🇸

PEACE THROUGH STRENGTH ! 🇺🇸

GOD BLESS THE USA ! 🇺🇸

#JRE #JoeRogan #RoganVance #JDVance #UniteAmerica #PresidentDonaldJTrump #TrumpVance2024 #RFKJr #TulsiGabbard #MAGA #MAGA24 #MAGA2024 #elonmusk 

youtu.be/fRyyTAs1XY8?...",2024-11-01T06:19:19.946Z,0,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-11-01
liza16666.bsky.social,,250 MILLION AMERICANS ARE NOT GARBAGE—I CALL YOU THE HEART AND SOUL OF AMERICA!!! #MAGA2024,2024-10-31T13:25:37.525Z,0,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-10-31
danieleweber.bsky.social,,"🇺🇸 Donald Trump stands for a stronger America! His commitment to economic growth, secure borders, and putting American citizens first is exactly what we need. Proven leadership and a vision to keep America great! #Trump2024 #AmericaFirst 🇺🇸 #MAGA #MAGA2024",2024-10-29T09:13:43.877Z,2,1,1,[],False,#MAGA2024,US_2024,CandidateA,2024-10-29
ecksearoh.infosec.exchange.ap.brid.gy,Xerø,If you are in the US and can setup small unobtrusive cameras to monitor your local ballot drop boxes you should probably do so. You want to put them somewhere that they can pick up an offender's driver's license. #election2024 #MAGA2024,2024-10-28T23:24:49.000Z,0,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-10-28
shablopligh.bsky.social,Shablo Pleye,Republicans publicly backpedaling hard cuz they know most Americans despise the racist shitbags that dominate Trump #Maga2024 and laugh at jokes like Tony Hinchcliffe www.politico.com/news/2024/10...,2024-10-28T20:09:59.276Z,1,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-10-28
bowenlocke3.bsky.social,BowenLocke,"Red is our original color 🇺🇸💪💪💪💪
#MAGA2024",2024-10-28T13:07:57.422Z,1,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-10-28
tuntongcheong.bsky.social,Trent Thaddaeus ✝️ 張敦棟,"MAKE AMERICA GREATER ! 🇺🇸

PEACE THROUGH STRENGTH ! 🇺🇸

GOD BLESS THE USA ! 🇺🇸

#UniteAmerica #PresidentDonaldJTrump #JDVance #TrumpVance2024 #RFKJr #TulsiGabbard #MAGA #MAGA24 #MAGA2024 #elonmusk 

www.youtube.com/live/jzAbz65...",2024-10-27T06:17:19.834Z,0,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-10-27
tuntongcheong.bsky.social,Trent Thaddaeus ✝️ 張敦棟,"ROGAN X TRUMP = YUUUUUUUGE ! 🇺🇸

MAKE AMERICA GREATER ! 🇺🇸

GOD BLESS THE USA ! 🇺🇸

#JRE #JoeRogan #RoganTrump #UniteAmerica #PresidentDonaldJTrump #JDVance #TrumpVance2024 #RFKJr #TulsiGabbard #MAGA #MAGA24 #MAGA2024 #elonmusk 

youtu.be/hBMoPUAeLnY?...",2024-10-26T06:08:45.422Z,0,0,2,[],False,#MAGA2024,US_2024,CandidateA,2024-10-26
tuntongcheong.bsky.social,Trent Thaddaeus ✝️ 張敦棟,"ROGAN X TRUMP = YUUUUUUUGE ! 🇺🇸

MAKE AMERICA GREATER ! 🇺🇸

GOD BLESS THE USA ! 🇺🇸

#JRE #JoeRogan #RoganTrump #UniteAmerica #PresidentDonaldJTrump #JDVance #TrumpVance2024 #RFKJr #TulsiGabbard #MAGA #MAGA24 #MAGA2024 #elonmusk 

open.spotify.com/episode/0e9y...",2024-10-26T05:43:27.327Z,0,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-10-26
glenjackson.bsky.social,Glen Jackson,"TRUMP SUPPORTERS AREN’T ALL STUPID – 
BUT THEY ARE DELUSIONAL
The Republican nominee cares only about what benefits him, not those backing him.
#JohnHarwoo
#MAGA #MAGA2024 🤣
open.substack.com/pub/zeteo/p/...",2024-10-23T12:50:32.394Z,0,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-10-23
tuntongcheong.bsky.social,Trent Thaddaeus ✝️ 張敦棟,"ROGAN X TRUMP = YUUUUUUUGE ! 🇺🇸

MAKE AMERICA GREATER ! 🇺🇸

GOD BLESS THE USA ! 🇺🇸

#JRE #JoeRogan #RoganTrump #UniteAmerica #PresidentDonaldJTrump #JDVance #TrumpVance2024 #RFKJr #TulsiGabbard #MAGA #MAGA24 #MAGA2024 #elonmusk 

x.com/joeroganhq/s...",2024-10-23T05:16:07.275Z,1,1,1,[],False,#MAGA2024,US_2024,CandidateA,2024-10-23
sckumba.bsky.social,Sckumba,"Tweets = Xeets
Retweets = Rexeets
We don't appeal to woke here, leave that shit on ""Twitter.""

X is spelled 𝕏 to honor Mr. Musks' legacy.

There is no woke algorithm. Liberals don't harm you.
Have fun and fight the woke #MAGA2024.",2024-10-18T03:57:08.808Z,20,10,2,[],False,#MAGA2024,US_2024,CandidateA,2024-10-18
expendablewe.bsky.social,Expendable We🌊💙🇺🇸,"Share this important message with any Trump Supporters in your circles.
#Trump #Trump2024 #MAGA #MAGA2024

www.youtube.com/watch?v=wBO_...",2024-10-11T21:52:43.715Z,0,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-10-11
aidavey.bsky.social,aidavey ,"#MAGA #MAGA2024 #TRUMP2024 #AIDAVEY
@aidaveymain @aidavey.bsky.social 
www.tiktok.com/@davidbradle... My page below. Please follow nightcafe.art/u/Duder163 Daily challenges below. Where in the world do you rank? creator.nightcafe.studio/game/daily-c... #cool Join us and imagine  #nightcafestudio",2024-10-06T15:20:24.676Z,1,0,0,"['aidaveymain', 'aidavey.bsky.social', 'davidbradle...']",False,#MAGA2024,US_2024,CandidateA,2024-10-06
mandyv1.bsky.social,Mandy,"Good morning to everyone who is just as disappointed with the current US government as I am.
#MAGA2024",2024-10-05T11:33:27.028Z,0,0,0,[],False,#MAGA2024,US_2024,CandidateA,2024-10-05
doomscroling.bsky.social,Miranda 🖤🤍💜,"“Remember the dignity of your womanhood. Do not appeal, do not beg, do not grovel. Take courage, join hands, stand beside us, fight with us!” - Christabel Pankhurst, Suffragette.

#WeAreNotGoingBack
#KamalaHarris2024",2024-11-05T22:58:39.608Z,6,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
smcgrath.phd,Scott McGrath,"Unsurprisingly, Kamala’s hashtag is killing it on Cody’s live Peloton class #KamalaHarris2024 #election",2024-11-05T22:42:20.820Z,3,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
kissmykitty.bsky.social,Jenn,"Civic duty: done! ✔️  🗳️ 🇺🇸 🐈 
(I voted for Kamala Harris, and Walnut voted for Friskies!)

#vote #getoutandvote #ivoted #2024election #2024presidentialelection #KamalaHarris #KamalaHarris2024 #Harris #Harris2024",2024-11-05T22:31:29.084Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
charlyf81.bsky.social,Charlotte /  Charly,"Good night Bluesky what will we wake up to tomorrow?  #Vote for #KamalaHarris2024 🤞🍀
#ElectionDay #USElection2024
#USAElection2024
#VoteKamala",2024-11-05T22:14:09.269Z,3,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
reelpineapple.bsky.social,Joshua Hunter,"I had a great interview with filmmaker Dan Partland, about his latest documentary #UNTRUTH: The Psychology of Trumpism.
youtu.be/KtDyAXpyh28, check it out!

#thereelpineapple #ElectionDay  #electionday2024   #KamalaHarris  #KamalaHarris2024  #Kamala4President  #Trump  #TrumpIsGoingDown",2024-11-05T22:14:05.581Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
margareterosali.bsky.social,Margarete Rosalind Weidenhammer,"#Vote #KamalaHarris2024
Southern Sister Resister - Wordsmith #IAmTheStorm
@ResisterSis20

Absolutely!",2024-11-05T21:08:22.380Z,25,5,0,['ResisterSis20'],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
call-crew-dems.bsky.social,Call Crew Dems,"Don't regret tomorrow that you didn't volunteer today! We're calling voters until the polls close on the West coast! Sign up now: Call4Dems.com . Our self-guided training has U calling in 20 mins. Call online, keep your # private, using interactive script.
#Kamala2024 #KamalaHarris2024 #harriswalz",2024-11-05T20:49:54.973Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
deadpandora.bsky.social,Daisy Collier,"On #USElection2024 Day, I have written a poem for @VP ✨ To our sisters in the USA, we see you. We've seen your fear for the future. I'm holding your hand today in spirit and praying for that New Way Forward ✨ #HarrisWalz2024InALandslide #KamalaHarris2024 #KamalaHarris #Sisters #Poem #Feminism",2024-11-05T20:05:38.631Z,3,1,0,['VP'],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
margareterosali.bsky.social,Margarete Rosalind Weidenhammer,"#VOTE today dear #Americans🫠 #USA
Makes us all lucky🫂🌍😘

#KamalaHarris2024 - for the people !
@KamalaHarris

When we vote, we win. 
iwillvote.com",2024-11-05T19:53:57.911Z,4,1,0,['KamalaHarris'],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
politicalcartoon.bsky.social,Political Cartoon Gallery,Sharon Murdoch @domesticanimal on voting day in the US #KamalaHarris2024 #HarrisWalz #HarrisWalz2024  #polls #Trump #Trump2024 #USElection2024 – political cartoon gallery in London original-political-cartoon.com,2024-11-05T19:17:36.605Z,1,0,0,['domesticanimal'],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
atomicfox64.bsky.social,AtomicFox64 🍉🇯🇴 FREEDOM IS A RIGHT,"Posting this image one last time. Repost if you see this. Vote. Tell everyone you know to vote no matter what. Vote for your freedom. 
  #HarrisWalz2024 
#KamalaHarris2024 
#VoteBlueDownBallot #VoteBlue2024ProtectWomensRights #VoteBlueDownBallott 
#Transformers",2024-11-05T19:03:50.461Z,4,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
politicalcartoon.bsky.social,Political Cartoon Gallery,Martin Rowson @MartinRowson on voting day in the US #KamalaHarris2024 #HarrisWalz #HarrisWalz2024  #polls #Trump #Trump2024 #USElection2024 @guardian – political cartoon gallery in London original-political-cartoon.com,2024-11-05T18:56:49.764Z,1,0,0,"['MartinRowson', 'guardian']",False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
margareterosali.bsky.social,Margarete Rosalind Weidenhammer,"Tristan Snell #USA  #Vote for #KamalaHarris2024
@tristansnell.bsky.social 👏👏💕

Do it for her. 
And her.",2024-11-05T18:36:49.668Z,4,2,0,['tristansnell.bsky.social'],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
rockymtncivil.bsky.social,Rocky Mountain Civil,"How are we feeling this morning?

I'm feeling cautiously optimistic. #trump blew up his own campaign with his insanity. I feel civility will prevail in the end and the US experiment will continue. I'm baking tons of nervous cookies for neighbors and will continue to spread love. #KamalaHarris2024",2024-11-05T18:28:35.141Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
myren.bsky.social,Myren,"If you think Trump and any of his cronies actually give a shit about you, you are in for a rude awakening if he wins. Choose humanity. I voted for Kamala. #KamalaHarris2024",2024-11-05T18:00:22.984Z,18,5,1,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
andarnaffxiv.bsky.social,Bleu 🤍,It’s sooo important to vote!!! #voting #voter #kamalaharris2024 #2024election,2024-11-05T17:17:29.083Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
lorried-la.bsky.social,Lorrie D.,"I posted this song a few months ago, but I think today is a good day to post it again.

Today's ""oldie but goodie"" is ""This Is It"" by Kenny Loggins, 1979.

#ThisIsIt #ElectionDay #HarrisWalz2024 #KamalaHarris2024

youtu.be/VS52sEUqxMo?...",2024-11-05T17:08:10.035Z,4,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
call-crew-dems.bsky.social,Call Crew Dems,"It's Election Day and we're calling until the polls close in the West! Time is running out. Call Voters Now: Call4Dems.com . Self-guided training has you calling in 20 mins. Call online, on your schedule, with your # private using an interactive script.
#Kamala2024 #volunteer #KamalaHarris2024",2024-11-05T16:30:07.259Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
benjjedi.bsky.social,BenJJedi,"I think I got every important election covered. LET'S GET THIS DONE, #AMERICA!!! 

#VoteBlueUpAndDownTheBallot #KamalaHarris2024 #HarrisWalz2024 #StopProject2025",2024-11-05T16:08:43.380Z,3,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
kamielalbrecht.bsky.social,Kamiel Albrecht,"Gisterenavond de laatste rally van Kamala in Philly meegemaakt. Indrukwekkend met optredens van The Roots, Ricky Martin en Lady Gaga. De speeches van Oprah en Kamala waren erg goed. #KamalaHarris2024",2024-11-05T16:04:38.797Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
benjjedi.bsky.social,BenJJedi,"Happy Election Day, everybody. Let’s make this a day to remember and defeat the Tangerine Menace once and for all!

So please remember to vote today if you haven’t already. 

#VoteBlueUpAndDownTheBallot #KamalaHarris2024 #HarrisWalz2024 #StopProject2025 #Democracy #ElectionDay",2024-11-05T15:03:40.045Z,5,1,6,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
nicolehollmann.bsky.social,Nicole Hollmann,"A woman.
•
•
•
•
#LibertyEnlighteningTheWorld
#USElection2024
#KamalaHarris2024
#SaveDemocracy
#StatueOfLiberty
#womensrights
#LadyLiberty 
#freedom
#vote
#hope 

Photo: ©️ Nicole Hollmann / All Rights Reserved",2024-11-05T14:05:33.068Z,2,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
silver-sebastian.bsky.social,Sebastian Silverfox,Let’s put the trash where it belongs for good. #KamalaHarris2024!,2024-11-05T13:57:23.844Z,15,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
komfykiwi.com,Komfy Kiwi,"For what my smol reach might be worth: Please #GoVote, y'all. #Vote2024 

We need #KamalaHarris2024.",2024-11-05T13:31:26.491Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
bellissiamo.com,T.B. Cristão,"It is perhaps worth noting that a former 🇬🇧 Conservative Party leader who served under Thatcher and ran against Blair shares our collective views.

#VoteBlue #WeAreNotGoingBack #KamalaHarris2024 #USelection 🗳️",2024-11-05T13:00:28.513Z,3,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
margareterosali.bsky.social,Margarete Rosalind Weidenhammer,"#USA #Election2024 #KamalaHarris2024
I know who they voted for ✌️🙏 -
#Women will do it!

Melody Lee Lacy
@melodyleelacy.bsky.social 💕🫠
⬇️👀",2024-11-05T11:21:36.931Z,15,4,1,['melodyleelacy.bsky.social'],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
esqrever.com,esQrever,"""Acredito na necessidade de proteções legais para a comunidade LGBTQ+ e que o governo não deve ter poder sobre o meu corpo.""

Chloë Grace Moretz assume-se como mulher lésbica em apoio a Kamala Harris 🧡🤍🩷
esqrever.com/2024/11/05/c...

#KamalaHarris2024 #LGBTQ",2024-11-05T10:27:05.491Z,1,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
laurentpotelle.bsky.social,🫧  Laurent Potelle 🔻 🐝," Aucune envie de revivre ça...

#ElectionDay #KamalaHarris2024 🙏",2024-11-05T10:16:51.692Z,2,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
benkadel.com,Ben Kadel,"Please Please Please 🙏 🤞 ❤️ 
Really hoping the US makes the sensible, right & only decision for democracy! 
The whole world is watching as their decision effects us all! Choose Unity & Love!
#USElection2024 #KamalaHarris2024 #VoteKamala",2024-11-05T08:43:07.641Z,3,1,1,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
bellissiamo.com,T.B. Cristão,"Polling locations open in Vermont in a little under 2hrs time.

In battleground states: North Carolina (3.5 hrs); Michigan (4 hrs) Georgia (4 hrs); Pennsylvania (4 hrs); Arizona (5hrs); Wisconsin (5 hrs); Nevada (6 hrs).

#Elections2024 #VoteBlue #KamalaHarris2024 #USpoli",2024-11-05T08:12:35.954Z,2,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
krnovak.bsky.social,Karel Oubělický,"Tak co, budeme zase planetě Opic o kousek blíže? 😉

Tipy?
#USAElection2024 #Trump2024 #KamalaHarris2024",2024-11-05T08:07:35.603Z,3,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
bigbreakingwire.bsky.social,BigBreakingWire,"All betting markets predict a Trump victory.

#DonaldTrump #KamalaHarris2024 #PresidentialElection2024 #Trump2024",2024-11-05T07:41:53.722Z,0,0,0,[],False,#KamalaHarris2024,US_2024,Neutral,2024-11-05
giuslillo.bsky.social,,"Raga', come dite voi giovani, è lei l'eroe di oggi e di domani: il coraggio, lo sguardo di sfida, le urla del suo apparire, il simbolo dirompente in questo mondo allo sbando. Lei è #AhouDaryaei. #Iran 
#KamalaHarris2024 #Trump #GrandeFratello",2024-11-05T07:38:13.529Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
antifapatriot.bsky.social,america.is.not.free,"Let's do this 🗳💙🌊💪🏽

🥥🌴💅🏽👑💪🏽✊🏾🗽 ❤️🤍💙 🇺🇸

#kamalaharris #yeswekam #kamalaharris2024 #kamala47
#kamala2024 #madampresident #wearenotgoingback #harriswalz2024 #election2024 #democratsdeliver #democracyontheballot #votebluenomatterwho #yourvotematters #democrats #vote2024",2024-11-05T05:00:17.219Z,2,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
seannarrates.bsky.social,Sean Duregger,"A huge and striking difference in these #KamalaHarris rallies is this: zero f-bombs, zero incorporate sex jokes, zero talk of killing people, zero hateful rhetoric. 

That’s enough for me, America. 

#KamalaHarris2024",2024-11-05T04:08:04.366Z,9,0,1,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
antifapatriot.bsky.social,america.is.not.free,"Give President Harris BOTH legislative branches to get the job done!

🥥🌴💅🏽👑💪🏽✊🏾🗽 ❤️🤍💙 🇺🇸

#kamalaharris #yeswekam #kamalaharris2024 #kamala47
#madampresident #wearenotgoingback #harriswalz2024 #election2024 #democratsdeliver #democracyontheballot #votebluenomatterwho #yourvotematters #democrats #vote2024",2024-11-05T03:34:05.089Z,13,3,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
theraisinahills.bsky.social,The Raisina Hills ,"Democrats Power Trump to Tower Over Harris in US Prez Poll theraisinahills.com/democrats-po...
#Trump2024 #TrumpVance2024 #KamalaHarris2024",2024-11-05T03:27:34.962Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
antifapatriot.bsky.social,america.is.not.free,"For those who still haven't voted yet -

Get out tomorrow and do your part to save America 💪🏽💙🌊💙🌊🇺🇸🇺🇸🇺🇸🇺🇸

#kamalaharris #kamalaharris2024 #kamala47 #madampresident #timwalz #harriswalz2024 #election2024 #democratsdeliver #democracyontheballot #votebluenomatterwho #yourvotematters #democrats #vote2024",2024-11-05T03:18:13.800Z,5,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
call-crew-dems.bsky.social,Call Crew Dems,"Why are you voting in the presidential election? Your voice matters! Whether it's for the future of healthcare, climate, or equality, don't wait! Head over to IWillVote.com to make your plan today and prepare to cast your ballot.
#Kamala2024 #volunteer #KamalaHarris2024 #harriswalz",2024-11-05T00:34:41.797Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-05
stephenlb2.bsky.social,Stephen,"Come on, America. We have ONE shot at this. 
Don't fuck it up, VOTE!
#KamalaHarris2024 #vote    
#HarrisWalz2024 #HarrisForThePeople #HarrisForPOTUS",2024-11-04T23:50:19.335Z,11,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
napoellis.bsky.social,napoellis,"I generally am a carefree and fun-loving person, but please, for the love of God, if you are voting today or tomorrow, do not write in a joke vote. Make the right choice 

Vote #KamalaHarris2024",2024-11-04T22:59:04.408Z,6,2,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
soarin10.bsky.social,Joe,Trying to settle my Election Eve anxiety. I keep getting that feeling in the back of my mind a repeat of 2016 when we were all sure Hillary was going to win in a landslide. I hope people aren’t stupid enough to vote third party Jill Steiner again and cost the election #kamalaharris2024,2024-11-04T22:51:07.000Z,29,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
crimew.gay,maia arson crimew 🏴,spent all day firebombing a number of walmarts in swing states #KamalaHarris2024,2024-11-04T22:32:29.628Z,440,58,10,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
superberg.bsky.social,Sue Me,"It's so convulted. All $$ and nonstop campaigning. Get rid of electoral college & big money pacs. But at the end of the day, social media & misinformation would still exist, so we're fucked.
For now, we're going to win. Women are the majority. 
Watch us. 
 #VoteBlueToProtectWomen #KamalaHarris2024",2024-11-04T22:29:37.837Z,1,1,1,[],True,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
kamielalbrecht.bsky.social,Kamiel Albrecht,Nu nog een paar uur wachten tot Kamala spreekt in Philly #KamalaHarris2024,2024-11-04T22:29:00.781Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
politicalcartoon.bsky.social,Political Cartoon Gallery,"Brian Adcock @briancartoon on American election, good gravy.... #USElection2024 #TrumpVance2024 #KamalaHarris2024 #HarrisWalz2024InALandslide #HarrisWalz #TrumpIsUnfitForOffice #Trump2024 #godhelpus - political cartoon gallery in London original-political-cartoon.com",2024-11-04T21:37:56.607Z,4,0,0,['briancartoon'],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
antifapatriot.bsky.social,america.is.not.free,"🇺🇸🇵🇷🇺🇸🇵🇷🇺🇸🇵🇷🇺🇸🇵🇷🇺🇸🇵🇷
💙🌊💙🌊💙🌊💙🌊💙🌊

#kamalaharris #yeswekam #kamalaharris2024 #hope #kamala47
#puertorico #madampresident #wearenotgoingback #timwalz #harriswalz2024 #election2024 #democratsdeliver #democracyontheballot #votebluenomatterwho #yourvotematters #democrats #vote2024",2024-11-04T20:12:55.566Z,3,2,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
