author,display,text,timestamp,likes,reposts,replies,mentions,is_reply,query,candidate
lizissmellie.bsky.social,smellie 🐾🏳️‍⚧️,"last reminder before the election ends. JILL STEIN IS A GRIFTER THAT ONLY CARES ABOUT MONEY AND FAME, IS PRO ISRAEL, HER RUNNING MATE IS ANTI ABORTION, A THIRD PARTY CANDIDATE HAS NOT WON AN ELECTION SINCE GEORGE WASHINGTON. VOTE KAMALA IF YOU WANT TO LIVE AND HAVE A CHANCE TO MAKE THINGS BETTER.",2024-11-05T23:36:04.018Z,2,0,0,[],False,Kamala vote,Harris
willbroome.bsky.social,,"Okay, despite her having NO PLAN for the late great Hannibal Lector, I am like 90% likely to vote for Kamala Harris",2024-11-05T23:35:31.139Z,0,0,0,[],False,Kamala vote,Harris
jorichardskent.bsky.social,JoRichardsKent,"It does worry me that the last few days have been filled with “Polls say Kamala will win” because that’s like a red flag to lazy Trump voters to get out and vote.

We’ve seen this SO many times before.

The EU Ref was an example.  “Remain’s going to win” got Brexit voters out.

#USelections",2024-11-05T23:34:43.900Z,3,0,0,[],False,Kamala vote,Neutral
williamlidc.bsky.social,Will Li,Also this fits in good vibes,2024-11-05T23:33:47.150Z,3,0,1,[],True,Kamala vote,Neutral
ghostface1992.bsky.social,Stephen James Ryan,"I'm can't vote, but , I'd vote for @KamalaHarris. Here's the problem though. I'd only vote for her as a vote AGAINST Trump. Kamala is not your best and Trump is a total cunt.

If Trump is elected, I lose all respect for The United States of America.
#2024PresidentialElection",2024-11-05T23:32:14+00:00,0,0,0,['KamalaHarris.'],False,Kamala vote,Harris
paleofuture.bsky.social,Matt Novak,"""when I heard that someone at the Trump rally in New York referred to Puerto Rico as an island of garbage...""",2024-11-05T23:31:54.076Z,504,58,7,[],False,Kamala vote,Trump
unormal.bsky.social,🐔 Brian Bucklew 🐔 ₑͤ＞∿＜ₑͤ ∞🌮,kamala +4 over 2020 in allen with half the vote counted,2024-11-05T23:30:53.269Z,2,0,2,[],True,Kamala vote,Harris
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - kentucky
️⚠️💨2 - msnbc
️⚠️💨2 - simulations
️⚠️💨1 - boris
️⚠️💨1 - kornacki
️⚠️💨1 - indiana
️⚠️💨1 - 水曜日
️⚠️💨1 - turnout
️⚠️💨1 - counties
️⚠️💨1 - 80,000
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-11-05T23:30:47.279321+00:00,2,0,0,[],False,Kamala vote,Neutral
omoriizdabest.bsky.social,🌿Arlo🌿,"Just voted for the first time, hope it counts :( #kamala #vote #holyshet",2024-11-05T23:30:38.781Z,1,0,0,[],False,Kamala vote,Harris
trendingworld.bsky.social,Trending - World,"Top trending in the last 15 minutes 🧭:

1. Vote
2. Election
3. Trump
4. Voting
5. Twitter
6. Kamala
7. Voted
8. CUTE ANIMAL PIC
9. Harris
10. The election
",2024-11-05T23:30:36Z,0,0,0,[],False,Kamala vote,Harris
ufw.bsky.social,United Farm Workers,Today is Election Day. UFW canvassers in CAs District 22 are pounding the pavement going door-to-door doing all they could to get out the #VOTE for Kamala Harris and Rudy Salas for Congress. Se puede? Si Se Puede! #Vote2024,2024-11-05T23:30:30.043Z,65,8,1,[],False,Kamala vote,Harris
ragex.co,RAGE X,"US Elections: Partial Early Results in Indiana Preliminary partial results from Indiana show a strong lead for former President Donald Trump with 71.8% of the vote, while Vice President Kamala Harris holds 26.8%. النتائج الأولية الجزئية في... https://ragex.co/?p=10733",2024-11-05T23:29:45+00:00,0,0,0,[],False,Kamala vote,Neutral
plainoldwoofles.bsky.social,Pazuzulemon,Never thought I'd be so happy to vote for Kamala but here I am.,2024-11-05T23:29:40.770Z,1,0,0,[],False,Kamala vote,Harris
ragex.co,RAGE X,"US Elections: Partial Early Results in Kentucky Preliminary partial results from Kentucky indicate a significant lead for former President Donald Trump, capturing 64.8% of the vote, while Vice President Kamala Harris follows with 34%. النتائج الأولية... https://ragex.co/?p=10731",2024-11-05T23:29:20+00:00,0,0,0,[],False,Kamala vote,Neutral
faemora.bsky.social,Faefox 💚🏳️‍⚧️,"The discord server for the Deltarune subreddit had a fun moment where a mod @'d everyone in the announcements channel saying to vote for Kamala and that post got deleted and the other admins of the server are trying to do damage control.

Sad.  For a brief moment I thought that server had a spine.",2024-11-05T23:28:39.789Z,2,0,1,[],False,Kamala vote,Harris
makislesbo.bsky.social,lezzed out studios,*person who's only experience of voting before this year was the love live aquors 5th single center vote voice* guys i've been voting once everyday for kamala i really hope she gets the position,2024-11-05T23:28:38.448Z,3,0,0,[],False,Kamala vote,Harris
hillcrestcardco.bsky.social,Hillcrest Card Company 📬 🔥🍉🏳️‍⚧️🔥,"""vote to save democracy"" Kamala never won a single delegate in a primary and the only reason she is on the ballot is because your boy Biden was such a raving shitfest that even the DNC knew they had to pull him. 

Best we can hope for is the blue team executioners.",2024-11-05T23:27:10.163Z,2,0,1,[],True,Kamala vote,Harris
callidusdominus.bsky.social,Felix O'Kelly,"I'm going off now. I've been worried about the election in the US. I hope that I will soon hear that Trump has been beaten and that Kamala Harris will be the next POTUS. For any who haven't voted, vote Harris/Walz! The world is counting on you!",2024-11-05T23:27:07.500Z,1,0,0,[],False,Kamala vote,Harris
mattyboombattie.bsky.social,Matty™,"after seeing the way these people talk to veterans that vote for Kamala, i don't think i want to hear anyone's opinion on war ever again.

love only. group hug style.",2024-11-05T23:26:53.875Z,6,0,0,[],False,Kamala vote,Harris
jbonbluesky.bsky.social,JB,"#Pennsylvania #Election2024 #Kamala #KamalaHarris #Harris-Walz #Harris2024 

Polls in Pennsylvania close at 8 pm ET. 

>>> If you are in line by 8 pm you are legally permitted to vote. 

Go vote now.",2024-11-05T23:26:15.150Z,3,1,0,[],False,Kamala vote,Harris
sharonk.bsky.social,Sharon,i think he might actually Kill Tony if he loses PA,2024-11-05T23:25:58.021Z,129,14,0,[],False,Kamala vote,Neutral
colorbombvelma.bsky.social,Velma R👀t,"GOAT

Alt: Lexi Harder paid over $1,100 for a flight so she vote in Montgomery Co., PA on Tuesday. Harder, a graduate student in Berlin, said she was ""devastated"" when her absentee ballot was returned to her in the mail. Sunday, she flew 15 hours to cast her vote for Kamala Harris in person. Via NYT",2024-11-05T23:24:35.174Z,2,1,0,[],False,Kamala vote,Harris
news-feed.bsky.social,News Feed,"@SkyNews: Today, a 103-year-old woman cast her vote for Kamala Harris in Wisconsin. In 2020, Biden won over Trump in Wisconsin by less than 1%.

⬇️ https://t.co/WPBjAl8ITn",2024-11-05T23:24:28.527Z,12,2,0,['SkyNews'],False,Kamala vote,Harris
mihoyminoy.bsky.social,Curtis Stonewall Jackson,I voted for Kamala in Indiana.   I know it doesn’t matter but I really didn’t want Mike Braun as governor if I can help it.  Vote,2024-11-05T23:23:50.444Z,2,0,0,[],False,Kamala vote,Harris
carpenter22.bsky.social,,Oldest living survivor of Tulsa race massacre casts vote for Kamala Harris www.theguardian.com/us-news/2024...,2024-11-05T23:21:13.317Z,0,0,0,[],False,Kamala vote,Harris
phileinstein.bsky.social,Joystiq Assassin,"I can't predict the future, but I'm pretty sure Kamala wins with a similar vote total as Biden in 2020, and Trump will fall significantly short of his 2020 total. Maybe even his 2016 total.",2024-11-05T23:18:58.437Z,0,0,0,[],False,Kamala vote,Neutral
trendingworld.bsky.social,Trending - World,"Top trending in the last 15 minutes 🧭:

1. Vote
2. Election
3. Trump
4. Twitter
5. Voting
6. Kamala
7. Voted
8. CUTE ANIMAL PIC
9. Harris
10. The election
",2024-11-05T23:15:37Z,2,1,0,[],False,Kamala vote,Harris
ronsupportsyou.mastodon.social.ap.brid.gy,RonSupportsYou,"Michelle Obama: ""A weak man who threatens people who criticize him is not fit to be our commander-in-chief. Vote for Kamala Harris today!"" copy: @KamalaHarrisWin #politics",2024-11-05T23:15:19.000Z,1,3,0,['KamalaHarrisWin'],False,Kamala vote,Harris
viawesome.bsky.social,Vancouver Is Awesome,Democrat Kamala Harris expected to win the popular vote nationally.,2024-11-05T23:15:10Z,0,0,0,[],False,Kamala vote,Harris
afomera.dev,Andrea Fomera,"I was proud to cast my vote today for Kamala Harris. 

Let's hope the rest of America makes the same choice 😅",2024-11-05T23:13:13.314Z,8,0,0,[],False,Kamala vote,Harris
shaneivey.bsky.social,Shane Ivey of the delta-green.com Iveys,I have nieces who voted for the first time. Alabama. Texas. Thrilled to vote Kamala.,2024-11-05T23:10:44.123Z,21,0,1,[],False,Kamala vote,Harris
willhendersontx.bsky.social,Will Henderson,"and 4 years ago, i voted for Joe Biden and was happy Donald Trump became a one term president,  but hated what happened on Jan. 6. today, i hope that Kamala Harris wins and makes history as our first female president. i voted for her. 

please America, go vote if you haven't done so already.",2024-11-05T23:09:09.807Z,2,0,0,[],False,Kamala vote,Neutral
priestessluci.bsky.social,Priestess Luci (they/them) 🇵🇸,"Free task for the piggies not in EST:

Vote Kamala!

If you don’t give me your whole bank account and fuck off to Point Nemo in the Pacific Ocean

Findom paypig finsub worship priestess worshipers humanATM cuckolds",2024-11-05T23:08:36.501Z,4,2,0,[],False,Kamala vote,Harris
draconicmermaid.bsky.social,Rio- One of The Strays 🐉🧜,I voted today and I hope everyone who has the privilege to vote does so too.,2024-11-05T23:06:56.406Z,0,0,0,[],False,Kamala vote,Neutral
appalachianbravura.bsky.social,Throw an apple atcha,"NC showing up! 

Excited to see NC represent a newer - and bluer - South",2024-11-05T23:06:16.055Z,1,0,0,[],False,Kamala vote,Neutral
eris1294.bsky.social,,"I would vote… If I actually lived in USA, but I would vote for Kamala if it means Trump losing",2024-11-05T23:05:14.483Z,0,0,0,[],True,Kamala vote,Neutral
anamariecox.bsky.social,Ana Marie Cox,Don't tell anyone but I did get to use my rusty Spanish to talk to a Florida resident who said he's not a citizen and thus can't vote but 1) he has a lot of friends who voted for Kamala and he hopes she wins and 2) he really wants to be a citizen so he can vote for Kamala next time.,2024-11-05T23:04:54.964Z,157,3,1,[],False,Kamala vote,Harris
shabazzstuart.bsky.social,Shabazz Stuart,Proud to cast my vote for Kamala. Let’s make history tonight.,2024-11-05T23:04:40.537Z,11,0,0,[],False,Kamala vote,Harris
strivingally.bsky.social,Spork loves you,"Hear that, fellow Aussies?

Pine Gap means we can vote for Kamala!",2024-11-05T23:01:42.930Z,1,0,0,[],False,Kamala vote,Harris
the-wise-teen.bsky.social,The Wise Teen,"THAT DECISION IS DISASTROUS AND MUST BE APPEALED BY DEMOCRATS!

NOONE CAN BUY THE WILL AND CORRECT CHOICE OF THE AMERICAN PEOPLE BUT SUCH DIRTY ATTEMPTS MUST BE PREVENTED BY LAW!

VOTE FOR KAMALA MY FELLOW CITIZENS, NOT TO ALLOW DIRTY TRICKS TRYING POLLUTING AMERICAN POLITICS!",2024-11-05T23:01:23.497Z,0,0,0,[],True,Kamala vote,Harris
trendingworld.bsky.social,Trending - World,"Top trending in the last 15 minutes 🧭:

1. Vote
2. Election
3. Trump
4. Twitter
5. Kamala
6. Voting
7. Voted
8. CUTE ANIMAL PIC
9. Harris
10. The election
",2024-11-05T23:00:37Z,1,0,0,[],False,Kamala vote,Harris
draygan.bsky.social,Draygan,"Cast my vote for Kamala Harris. Doubt it'll do much since I'm in one of the DEEP red states, but a flood starts with a single drop! I mean, we DID part the red sea when we elected Doug Jones, after all! 

Also, I voted Republican for the rest of the ballot since they were all running unopposed.",2024-11-05T22:58:27.747Z,1,0,0,[],False,Kamala vote,Harris
semilocon.eurosky.social,Bobby,Alt Text angehängt,2024-11-05T22:57:04.243Z,5,0,0,[],False,Kamala vote,Neutral
numberdude385.bsky.social,Danger0use,How is a vote for a third party candidate symbolically a vote for trump but a vote for kamala is not symbolically a vote for genocide? Tell me how that makes sense symbolically.,2024-11-05T22:56:10.815Z,3,0,0,[],False,Kamala vote,Neutral
bluevirginia.bsky.social,Blue Virginia,"Compare to 2020, when final turnout was 78.95%. Reminder: if you're in line, stay in line and make sure you cast your vote for Kamala Harris, Tim Kaine, etc.  Now just over 1 hour to go until Virginia polls close! bluevirginia.us/2024/11/elec... h/t @justindotnet",2024-11-05T22:56:00.376Z,2,0,0,['justindotnet'],False,Kamala vote,Harris
anhofo.bsky.social,go for broke🪶,"Attempting to convince people to vote for Kamala by speaking over Palestinians, be for fucking real right now,.",2024-11-05T22:55:21.081Z,4,0,0,[],False,Kamala vote,Harris
itswilltime.bsky.social,will,"One candidate will make sure Vince McMahon walks free.

Vote for Kamala Harris because Vince is an awful human (and all sorts of other reasons).",2024-11-05T22:54:01.419Z,2,0,1,[],False,Kamala vote,Harris
alisonborealis.bsky.social,alison says reinstate Link!,"Alt text of image in quoted post in image, repeated here",2024-11-05T22:53:55.457Z,18,3,0,[],False,Kamala vote,Neutral
karinissharing.bsky.social,KarinIsSharing,Oh so Jill Stein got an endorsement from a Gen Z Palestinian in Gaza and that's why all the tankie kids are saying that Palestinians say don't vote for Kamala Harris. Okay.,2024-11-05T22:52:20.383Z,3,1,2,[],False,Kamala vote,Harris
pink2thedev.bsky.social,✧ PINK2THEDEV ✧,"I am not on either side, AND I DO *NOT* SUPPORT TR#MP, but please please PLEASEEEE let Kamala win. 🙏 I have been nervous all day today because of the elections and I'm not even old enough to vote yet 😭",2024-11-05T22:51:10.172Z,0,0,0,[],False,Kamala vote,Harris
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - exit
️⚠️💨1 - 水曜日
️⚠️💨1 - ga
️⚠️💨1 - turnout
️⚠️💨1 - proceeding
️⚠️💨1 - cooperation
️⚠️💨1 - voted
️⚠️💨1 - precautionary
️⚠️💨1 - polls
️⚠️💨1 - philly
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-11-05T22:50:51.687831+00:00,1,0,0,[],False,Kamala vote,Neutral
the-wise-teen.bsky.social,The Wise Teen,"VOTE FOR KAMALA AND TEAM HARRIS!

GO KAMALA!",2024-11-05T22:50:49.343Z,0,0,0,[],True,Kamala vote,Harris
alt-text.bsky.social,Get Alt Text,Alt text retrieved,2024-11-05T22:49:28.437Z,2,0,0,[],True,Kamala vote,Neutral
lamegff.bsky.social,Kevin ZV 🇲🇽,"If you have (for example) a 4 year-old daughter and you vote for Kamala, wishing a better and brighter future for your child, then you're stupid

She can't even get pregnant, thus she can't abort

Also, why not sterilizing your daughter ? It's way cheaper than abortion",2024-11-05T22:48:46.576Z,1,0,0,[],False,Kamala vote,Harris
atelihelene.bsky.social,AteliHélène,"Please Americans, vote for the planet, vote for all of us.

",2024-11-05T22:47:56.360Z,0,0,0,[],False,Kamala vote,Neutral
allendart.protogen.club,Allen_Dart 🇵🇸,"If i were registered, id vote kamala, no hesitation",2024-11-05T22:46:10.994Z,0,0,0,[],False,Kamala vote,Harris
bixbyte.bsky.social,BixByte,"Looks like this CHEETO has EXPIRED!

Time to take out the GARBAGE!

HA HA HA HA HA HA!!!

(Please FULL VIEW)

#Furry #Kamala #Hyena #Harris #Fursona #Yeen #Art #FurryArt #Vote #Election #HarrisWalz2024 #Kamalayeen #Yeenmala #HyenaHarris #VoteBlue",2024-11-05T22:45:50.133Z,696,164,25,[],False,Kamala vote,Harris
beverlyannemichel.bsky.social,bev is in her watercolor era 🎨,"If you think some women still don’t have a choice in who they vote for you’re blind. 

My 71 year old grandma lost her husband two years ago. She immediately reregistered to vote as a Dem. I don’t know who she voted for in 2016 and 2020 but I do know she hates Trump and is rooting for Kamala today.",2024-11-05T22:44:32.571Z,3,0,0,[],False,Kamala vote,Neutral
michaelmazengarb.bsky.social,Michael Mazengarb,"Just finishing get-out-the-vote canvassing in West Philadelphia.
Very positive community with very strong support for Kamala Harris.",2024-11-05T22:43:34.394Z,4,0,0,[],False,Kamala vote,Harris
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - exit
️⚠️💨1 - sporting
️⚠️💨1 - milan
️⚠️💨1 - 水曜日
️⚠️💨1 - downloading
️⚠️💨1 - turnout
️⚠️💨1 - melania
️⚠️💨1 - voted
️⚠️💨1 - proceeding
️⚠️💨1 - polls
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-11-05T22:40:47.060869+00:00,2,0,0,[],False,Kamala vote,Neutral
goddessmagnum.bsky.social,Goddess Magnum 👑,"If you voted for Trump, send me from my throne. 
If you voted Kamala send me $30 cash app. 

#Findom #vote #drain #domme #sub",2024-11-05T22:39:53.838Z,2,0,0,[],False,Kamala vote,Neutral
